,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Item Name,Resource Location,Creative Only,OP Only,Commands Only,Max Stack,Renewable,Infinitely Automatically Farmable,,Has a Direct Block Form,Has a Direct Entity Form,Durability,Fuel Time,XP From Cooking,Enchantability,Mining Speed Multiplier,Mining Level,Melee Attack Damage,Melee Attack Speed,Defence,Toughness,Knockback Resistance,Wearable,Edible,Can be Eaten with Full Hunger,Hunger Filled,Saturation Filled,Fire Resistant,Blast Resistant,Lures Entites When Held,Unique Dispenser Interaction,Can be Used in an Enchanting Table,Sold by Villagers,Sold to Villagers,Sold by Wandering Traders,Can Have Enchantments,Used In Crafting,Obtainable From Crafting,Can Repair Gear,Can Be Cooked,,,Obtainable From Cooking,"Has A Unique ""Use"" Function",Rarity,,,,Seperate Item Icon,Has Data Components,
,Smooth Red Sandstone,smooth_red_sandstone,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,306
,Smooth Red Sandstone Slab,smooth_red_sandstone_slab,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,307
,Smooth Red Sandstone Stairs,smooth_red_sandstone_stairs,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,308
,Cut Red Sandstone,cut_red_sandstone,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,309
,Cut Red Sandstone Slab,cut_red_sandstone_slab,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,310
,Chiseled Red Sandstone,chiseled_red_sandstone,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,311
,Emerald Ore,emerald_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,312
,Deepslate Emerald Ore,deepslate_emerald_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,313
,Coal Ore,coal_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,314
,Deepslate Coal Ore,deepslate_coal_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,315
,Copper Ore,copper_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.7,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,316
,Deepslate Copper Ore,deepslate_copper_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.7,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,317
,Iron Ore,iron_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.7,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,318
,Deepslate Iron Ore,deepslate_iron_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.7,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,319
,Lapis Lazuli Ore,lapis_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.2,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,320
,Deepslate Lapis Lazuli Ore,deepslate_lapis_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.2,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,321
,Gold Ore,gold_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,322
,Deepslate Gold Ore,deepslate_gold_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,323
,Redstone Ore,redstone_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.3,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,324
,Deepslate Redstone Ore,deepslate_redstone_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.3,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,325
,Diamond Ore,diamond_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,326
,Deepslate Diamond Ore,deepslate_diamond_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,327
,Nether Quartz Ore,nether_quartz_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,0.2,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,328
,Nether Gold Ore,nether_gold_ore,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,1,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,329
,Ancient Debris,ancient_debris,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,2,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,330
,Emerald,emerald,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,331
,Block Of Emerald,emerald_block,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,332
,Coal,coal,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,FALSE,N/A,80,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,333
,Block Of Coal,coal_block,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,800,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,334
,Raw Copper,raw_copper,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,N/A,0.7,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,335
,Block Of Raw Copper,raw_copper_block,FALSE,FALSE,FALSE,64,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,336
,Copper ingot,copper_ingot,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,337
,Block Of Copper,copper_block,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,338
,Exposed Block Of Copper,exposed_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,339
,Weathered Block Of Copper,weathered_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,340
,Oxidized Block Of Copper,oxidized_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,341
,Cut Copper,cut_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,342
,Exposed Cut Copper,exposed_cut_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,343
,Weathered Cut Copper,weathered_cut_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,344
,Oxidized Cut Copper,oxidized_cut_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,345
,Cut Copper Slab,cut_copper_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,346
,Exposed Cut Copper Slab,exposed_cut_copper_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,347
,Weathered Cut Copper Slab,weathered_cut_copper_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,348
,Oxidized Cut Copper Slab,oxidized_cut_copper_slab,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,349
,Cut Copper Stairs,cut_copper_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,350
,Exposed Cut Copper Stairs,exposed_cut_copper_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,351
,Weathered Cut Copper Stairs,weathered_cut_copper_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,352
,Oxidized Cut Copper Stairs,oxidized_cut_copper_stairs,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,353
,Chiseled Copper,chiseled_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,354
,Exposed Chiseled Copper,exposed_chiseled_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,355
,Weathered Chiseled Copper,weathered_chiseled_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,356
,Oxidized Chiseled Copper,oxidized_chiseled_copper,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,357
,Copper Grate,copper_grate,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,358
,Exposed Copper Grate,exposed_copper_grate,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,359
,Weathered Copper Grate,weathered_copper_grate,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,360
,Oxidized Copper Grate,oxidized_copper_grate,FALSE,FALSE,FALSE,64,TRUE,TRUE,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A,1,0,1,4,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,361
