Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State,Keywords
Red Sand,0.5,0.5,Shovel,True,True,False,False,False,"beige, red, yellow, sand, block"
Red Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, red, solid, gray, block, sandstone"
Red Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"rock, red, solid, gray, block, slab, sandstone"
Red Sandstone Stair,0.8,0.8,Pickaxe,False,False,False,False,True,"stair, rock, red, solid, gray, block, sandstone"
Red Sandstone Wall,0.8,0.8,Pickaxe,False,False,False,False,True,"rock, red, solid, gray, wall, block, sandstone"
Smooth Red Sandstone,6.0,2.0,Pickaxe,True,False,False,False,False,"smooth, rock, red, solid, gray, block, sandstone"
Smooth Red Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"smooth, red, rock, solid, gray, block, slab, sandstone"
Smooth Red Sandstone Stair,6.0,2.0,Pickaxe,False,False,False,False,True,"smooth, stair, red, rock, solid, gray, block, sandstone"
Cut Red Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, red, solid, gray, cut, block, sandstone"
Cut Red Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"red, rock, solid, gray, cut, block, slab, sandstone"
Chiseled Red Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, red, solid, gray, block, chiseled, sandstone"
Emerald Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"green, ore, block, precious, gem, emerald"
Deepslate Emerald Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"green, deepslate, ore, block, precious, gem, emerald"
Coal Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"coal, ore, block, dark, black"
Deepslate Coal Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, coal, ore, block, dark, black"
Copper Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, copper"
Deepslate Copper Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"ore, copper, deepslate"
Iron Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, block, iron, gray"
Deepslate Iron Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, ore, gray, block, iron"
Lapis Lazuli Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"lazuli, ore, lapis"
Deepslate Lapis Lazuli Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"lazuli, lapis, deepslate, ore"
Gold Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, golden, yellow, gold, block"
Deepslate Gold Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, ore, golden, yellow, gold, block"
Redstone Ore,3.0,3.0,Pickaxe,True,False,False,False,True,"rock, redstone, ore, solid, gray, block"
Deepslate Redstone Ore,3.0,4.5,Pickaxe,True,False,False,False,True,"deepslate, rock, redstone, ore, solid, gray, block"
Diamond Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, block, precious, blue, diamond, shiny"
Deepslate Diamond Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, ore, block, precious, blue, diamond, shiny"
Nether Quartz Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, nether, quartz"
Nether Gold Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"nether, ore, golden, yellow, gold, block"
Ancient Debris,1200.0,30.0,Pickaxe,True,False,False,False,False,"ancient, debris"
Block Of Emerald,6.0,5.0,Pickaxe,True,False,False,False,False,"green, of, block, precious, gem, emerald"
Block Of Coal,6.0,5.0,Pickaxe,True,False,True,True,False,"coal, of, block, dark, black"
Block Of Raw Copper,6.0,5.0,Pickaxe,True,False,False,False,False,"of, copper, block, raw"
Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"of, copper, block"
Exposed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"of, exposed, block, copper"
Weathered Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"of, copper, weathered, block"
Oxidized Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, copper, block, of"
Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, copper"
Exposed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"exposed, cut, copper"
Weathered Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, weathered, copper"
Oxidized Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, cut, copper"
Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, copper"
Exposed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"exposed, cut, slab, copper"
Weathered Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, weathered, slab, copper"
Oxidized Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, cut, slab, copper"
Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, stairs, copper"
Exposed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"stairs, exposed, cut, copper"
Weathered Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, weathered, stairs, copper"
Oxidized Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, cut, stairs, copper"
Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, chiseled"
Exposed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"exposed, chiseled, copper"
Weathered Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, weathered, chiseled"
Oxidized Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, copper, chiseled"
Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"copper, grate"
Exposed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"exposed, grate, copper"
Weathered Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"copper, weathered, grate"
Oxidized Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, copper, grate"
Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"copper, bulb"
Exposed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"exposed, bulb, copper"
Weathered Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"copper, weathered, bulb"
Oxidized Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, copper, bulb"
Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"copper, door"
Exposed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"exposed, door, copper"
Weathered Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"copper, weathered, door"
Oxidized Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, copper, door"
Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"copper, trapdoor"
Exposed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"exposed, trapdoor, copper"
Weathered Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"copper, weathered, trapdoor"
Oxidized Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, copper, trapdoor"
Waxed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, copper, block, of"
Waxed Exposed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"of, copper, exposed, block, waxed"
Waxed Weathered Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"of, copper, weathered, block, waxed"
Waxed Oxidized Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, of, copper, block, waxed"
Waxed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, cut, copper"
Waxed Exposed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, exposed, cut, copper"
Waxed Weathered Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, cut, weathered, copper"
Waxed Oxidized Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, cut, oxidized, copper"
Waxed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"waxed, cut, slab, copper"
Waxed Exposed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"copper, exposed, cut, slab, waxed"
Waxed Weathered Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"copper, weathered, cut, slab, waxed"
Waxed Oxidized Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, copper, cut, slab, waxed"
Waxed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"waxed, cut, stairs, copper"
Waxed Exposed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"copper, exposed, stairs, cut, waxed"
Waxed Weathered Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"copper, weathered, cut, stairs, waxed"
Waxed Oxidized Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, copper, cut, stairs, waxed"
Waxed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, copper, chiseled"
Waxed Exposed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, exposed, chiseled, copper"
Waxed Weathered Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, copper, weathered, chiseled"
Waxed Oxidized Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"waxed, copper, chiseled, oxidized"
Waxed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, grate"
Waxed Exposed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"waxed, exposed, grate, copper"
Waxed Weathered Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, weathered, grate"
Waxed Oxidized Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, grate, oxidized"
Waxed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"waxed, copper, bulb"
Waxed Exposed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"waxed, exposed, bulb, copper"
Waxed Weathered Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"waxed, copper, weathered, bulb"
Waxed Oxidized Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"waxed, copper, oxidized, bulb"
Waxed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, door"
Waxed Exposed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, exposed, door, copper"
Waxed Weathered Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, weathered, door"
Waxed Oxidized Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, door, oxidized"
Waxed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, trapdoor"
Waxed Exposed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, exposed, trapdoor, copper"
Waxed Weathered Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, weathered, trapdoor"
Waxed Oxidized Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"waxed, copper, trapdoor, oxidized"
Block Of Raw Iron,6.0,5.0,Pickaxe,True,False,False,False,False,"raw, of, gray, block, iron"
Block Of Iron,6.0,5.0,Pickaxe,True,False,False,False,False,"of, block, iron, gray"
Iron Door,5.0,5.0,Pickaxe,False,False,False,False,True,"door, iron, gray, block"
Iron Trapdoor,5.0,5.0,Pickaxe,False,False,False,False,True,"block, trapdoor, iron, gray"
Heavy Weighted Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"plate, weighted, pressure, heavy"
Block Of Lapis Lazuli,3.0,3.0,Pickaxe,True,False,False,False,False,"of, block, lapis, lazuli"
Block Of Raw Gold,6.0,5.0,Pickaxe,True,False,False,False,False,"raw, of, golden, yellow, gold, block"
Block Of Gold,6.0,3.0,Pickaxe,True,False,False,False,False,"of, golden, yellow, gold, block"
Light Weighted Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"light, weighted, plate, pressure"
Redstone Wire,0.0,0.0,,False,False,False,False,True,"rock, redstone, solid, gray, block, wire"
Block Of Redstone,6.0,5.0,Pickaxe,True,False,False,False,False,"rock, of, redstone, solid, gray, block"
Block Of Diamond,6.0,5.0,Pickaxe,True,False,False,False,False,"of, block, precious, blue, diamond, shiny"
Block Of Quartz,0.8,0.8,Pickaxe,True,False,False,False,False,"of, block, quartz"
Quartz Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"quartz, slab"
Quartz Stair,0.8,0.8,Pickaxe,False,False,False,False,True,"quartz, stair"
Smooth Quartz Block,6.0,2.0,Pickaxe,True,False,False,False,False,"smooth, block, quartz"
Smooth Quartz Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"smooth, quartz, slab"
Smooth Quartz Stair,6.0,2.0,Pickaxe,False,False,False,False,True,"smooth, quartz, stair"
Chiseled Quartz Block,0.8,0.8,Pickaxe,True,False,False,False,False,"block, quartz, chiseled"
Quartz Pillar,0.8,0.8,Pickaxe,True,False,False,False,True,"pillar, quartz"
Quartz Bricks,0.8,0.8,Pickaxe,True,False,False,False,False,"quartz, bricks"
Block Of Netherite,1200.0,50.0,Pickaxe,True,False,False,False,False,"of, block, netherite"
Small Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"bud, small, amethyst"
Medium Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"amethyst, bud, medium"
Large Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"bud, amethyst, large"
Amethyst Cluster,1.5,1.5,Pickaxe,False,False,False,False,True,"cluster, amethyst"
Block Of Amethyst,1.5,1.5,Pickaxe,True,False,False,False,False,"of, block, amethyst"
Budding Amethyst,1.5,1.5,Pickaxe,True,False,False,False,False,"amethyst, budding"
Clay,0.6,0.6,Shovel,True,False,False,False,False,clay
Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,bricks
Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"brick, slab"
Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"stairs, brick"
Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"brick, wall"
Mud,0.5,0.5,Shovel,True,False,False,False,False,mud
Packed Mud,3.0,1.0,Pickaxe,True,False,False,False,False,"packed, mud"
Mud Bricks,3.0,1.5,Pickaxe,True,False,False,False,False,"bricks, mud"
Mud Brick Slab,3.0,1.5,Pickaxe,True,False,False,False,True,"brick, mud, slab"
Mud Brick Stairs,3.0,1.5,Pickaxe,False,False,False,False,True,"stairs, brick, mud"
Mud Brick Wall,3.0,1.5,Pickaxe,False,False,False,False,True,"brick, mud, wall"
Prismarine,6.0,1.5,Pickaxe,True,False,False,False,False,prismarine
Prismarine Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"prismarine, slab"
Prismarine Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"prismarine, stairs"
Prismarine Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"prismarine, wall"
Prismarine Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"prismarine, bricks"
Prismarine Brick Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"prismarine, brick, slab"
Prismarine Brick Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"prismarine, stairs, brick"
Dark Prismarine,6.0,1.5,Pickaxe,True,False,False,False,False,"prismarine, dark"
Dark Prismarine Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"prismarine, dark, slab"
Dark Prismarine Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"prismarine, stairs, dark"
Sea Lantern,0.3,0.3,,True,False,False,False,False,"lantern, sea"
Sponge,0.6,0.6,Hoe,True,False,False,False,False,sponge
Wet Sponge,0.6,0.6,Hoe,True,False,False,False,False,"wet, sponge"
Snow Block,0.2,0.2,Shovel,True,False,False,False,False,"snow, block"
Snow,0.1,0.1,Shovel,False,False,False,False,True,snow
Powder Snow,0.25,0.25,,False,False,False,False,False,"powder, snow"
Ice,0.5,0.5,Pickaxe,True,False,False,False,False,ice
Packed Ice,0.5,0.5,Pickaxe,True,False,False,False,False,"packed, ice"
Blue Ice,2.8,2.8,Pickaxe,True,False,False,False,False,"ice, blue"
Frosted Ice,0.5,0.5,,True,False,False,False,True,"frosted, ice"
Water,100.0,100.0,,False,False,False,False,True,water
Bubble Column,100.0,100.0,,False,False,False,False,True,"bubble, column"
Lava,100.0,100.0,,False,False,False,False,True,lava
Fire,0.0,0.0,,False,False,False,False,True,fire
Soul Fire,0.0,0.0,,False,False,False,False,True,"soul, fire"
Netherrack,0.4,0.4,Pickaxe,True,False,False,False,False,netherrack
Glowstone,0.3,0.3,,True,False,False,False,False,"rock, solid, gray, block, glowstone"
Shroomlight,1.0,1.0,Hoe,True,False,False,False,False,shroomlight
Magma Block,0.5,0.5,Pickaxe,True,False,False,False,False,"block, magma"
Nether Wart,0.0,0.0,,False,False,False,False,True,"nether, wart"
Nether Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, bricks"
Nether Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"nether, brick, slab"
Nether Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"stairs, nether, brick"
Nether Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"nether, brick, wall"
Nether Brick Fence,6.0,2.0,Pickaxe,False,False,False,False,True,"fence, nether, brick"
Chiseled Nether Brick,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, chiseled, brick"
Cracked Nether Brick,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, cracked, brick"
Red Nether Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, bricks, red"
Red Nether Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"nether, slab, brick, red"
Red Nether Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"stairs, nether, brick, red"
Red Nether Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"wall, nether, brick, red"
Warped Nylium,0.4,0.4,Pickaxe,True,False,False,False,False,"nylium, warped"
Warped Wart Block,1.0,1.0,Hoe,True,False,False,False,False,"block, warped, wart"
Warped Fungus,0.0,0.0,,False,False,False,False,False,"fungus, warped"
Warped Roots,0.0,0.0,,False,False,False,True,False,"warped, roots"
Nether Sprouts,0.0,0.0,,False,False,False,True,False,"nether, sprouts"
Twisting Vines,0.0,0.0,,False,False,False,False,True,"vines, twisting"
Twisting Vines Plant,0.0,0.0,,False,False,False,False,False,"vines, plant, twisting"
Crimson Nylium,0.4,0.4,Pickaxe,True,False,False,False,False,"crimson, nylium"
Nether Wart Block,1.0,1.0,Hoe,True,False,False,False,False,"block, nether, wart"
Crimson Fungus,0.0,0.0,,False,False,False,False,False,"crimson, fungus"
Crimson Roots,0.0,0.0,,False,False,False,True,False,"crimson, roots"
Weeping Vines,0.0,0.0,,False,False,False,False,True,"vines, weeping"
Weeping Vines Plant,0.0,0.0,,False,False,False,False,False,"vines, weeping, plant"
Basalt,4.2,1.25,Pickaxe,True,False,False,False,True,basalt
Polished Basalt,4.2,1.25,Pickaxe,True,False,False,False,True,"polished, basalt"
Smooth Basalt,4.2,1.25,Pickaxe,True,False,False,False,False,"smooth, basalt"
Soul Sand,0.5,0.5,Shovel,True,False,False,False,False,"beige, yellow, sand, soul, block"
Soul Soil,0.5,0.5,Shovel,True,False,False,False,False,"soul, soil"
Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"blackstone, rock, solid, gray, block"
Blackstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"blackstone, rock, solid, gray, block, slab"
Blackstone Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"blackstone, rock, solid, gray, stairs, block"
Blackstone Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"blackstone, rock, solid, gray, wall, block"
Polished Blackstone,6.0,2.0,Pickaxe,True,False,False,False,False,"blackstone, rock, polished, solid, gray, block"
Polished Blackstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"blackstone, rock, polished, solid, gray, block, slab"
Polished Blackstone Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, stairs, block"
Polished Blackstone Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, wall, block"
Polished Blackstone Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"bricks, blackstone, rock, polished, solid, gray, block"
Polished Blackstone Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"blackstone, rock, polished, solid, gray, block, brick, slab"
Polished Blackstone Brick Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, stairs, block, brick"
Polished Blackstone Brick Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, wall, block, brick"
Cracked Polished Blackstone Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"bricks, blackstone, rock, polished, solid, gray, block, cracked"
Chiseled Polished Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"blackstone, rock, polished, solid, gray, block, chiseled"
Polished Blackstone Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, pressure, block, plate"
Polished Blackstone Button,0.5,0.5,Pickaxe,False,False,False,False,True,"blackstone, rock, polished, solid, gray, block, button"
Gilded Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"blackstone, rock, solid, gray, block, gilded"
Obsidian,1200.0,50.0,Pickaxe,True,False,False,False,False,obsidian
Crying Obsidian,1200.0,50.0,Pickaxe,True,False,False,False,False,"obsidian, crying"
End Stone,9.0,3.0,Pickaxe,True,False,False,False,False,"rock, solid, gray, end, block, stone"
End Stone Bricks,9.0,3.0,Pickaxe,True,False,False,False,False,"bricks, rock, solid, gray, end, block, stone"
End Stone Brick Slab,9.0,3.0,Pickaxe,True,False,False,False,True,"rock, solid, gray, end, block, brick, slab, stone"
End Stone Brick Stairs,9.0,3.0,Pickaxe,False,False,False,False,True,"rock, solid, gray, end, stairs, block, brick, stone"
End Stone Brick Wall,9.0,3.0,Pickaxe,False,False,False,False,True,"rock, solid, gray, wall, end, block, brick, stone"
Chorus Flower,0.4,0.4,Axe,False,False,False,False,True,"flower, chorus"
Chorus Plant,0.4,0.4,Axe,False,False,False,False,True,"plant, chorus"
Purpur Block,6.0,1.5,Pickaxe,True,False,False,False,False,"purpur, block"
Purpur Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"purpur, slab"
Purpur Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"stairs, purpur"
Purpur Pillar,6.0,1.5,Pickaxe,True,False,False,False,True,"pillar, purpur"
White Wool,0.8,0.8,Shears,True,False,True,True,False,"white, wool"
Light Gray Wool,0.8,0.8,Shears,True,False,True,True,False,"light, gray, wool"
Gray Wool,0.8,0.8,Shears,True,False,True,True,False,"gray, wool"
Black Wool,0.8,0.8,Shears,True,False,True,True,False,"black, wool"
Brown Wool,0.8,0.8,Shears,True,False,True,True,False,"wool, brown"
Red Wool,0.8,0.8,Shears,True,False,True,True,False,"wool, red"
Orange Wool,0.8,0.8,Shears,True,False,True,True,False,"orange, wool"
Yellow Wool,0.8,0.8,Shears,True,False,True,True,False,"yellow, wool"
Lime Wool,0.8,0.8,Shears,True,False,True,True,False,"wool, lime"
Green Wool,0.8,0.8,Shears,True,False,True,True,False,"green, wool"
Cyan Wool,0.8,0.8,Shears,True,False,True,True,False,"cyan, wool"
Light Blue Wool,0.8,0.8,Shears,True,False,True,True,False,"light, blue, wool"
Blue Wool,0.8,0.8,Shears,True,False,True,True,False,"blue, wool"
Purple Wool,0.8,0.8,Shears,True,False,True,True,False,"purple, wool"
Magenta Wool,0.8,0.8,Shears,True,False,True,True,False,"wool, magenta"
Pink Wool,0.8,0.8,Shears,True,False,True,True,False,"pink, wool"
White Carpet,0.1,0.1,,False,False,True,True,False,"carpet, white"
Light Gray Carpet,0.1,0.1,,False,False,True,True,False,"light, carpet, gray"
Gray Carpet,0.1,0.1,,False,False,True,True,False,"carpet, gray"
Black Carpet,0.1,0.1,,False,False,True,True,False,"carpet, black"
Brown Carpet,0.1,0.1,,False,False,True,True,False,"carpet, brown"
Red Carpet,0.1,0.1,,False,False,True,True,False,"carpet, red"
Orange Carpet,0.1,0.1,,False,False,True,True,False,"carpet, orange"
Yellow Carpet,0.1,0.1,,False,False,True,True,False,"carpet, yellow"
Lime Carpet,0.1,0.1,,False,False,True,True,False,"carpet, lime"
Green Carpet,0.1,0.1,,False,False,True,True,False,"carpet, green"
Cyan Carpet,0.1,0.1,,False,False,True,True,False,"carpet, cyan"
Light Blue Carpet,0.1,0.1,,False,False,True,True,False,"light, carpet, blue"
Blue Carpet,0.1,0.1,,False,False,True,True,False,"carpet, blue"
Purple Carpet,0.1,0.1,,False,False,True,True,False,"carpet, purple"
Magenta Carpet,0.1,0.1,,False,False,True,True,False,"carpet, magenta"
Pink Carpet,0.1,0.1,,False,False,True,True,False,"carpet, pink"
White Banner,1.0,1.0,Axe,False,False,False,True,True,"white, banner"
Light Gray Banner,1.0,1.0,Axe,False,False,False,True,True,"light, gray, banner"
Gray Banner,1.0,1.0,Axe,False,False,False,True,True,"gray, banner"
Black Banner,1.0,1.0,Axe,False,False,False,True,True,"black, banner"
Brown Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, brown"
Red Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, red"
Orange Banner,1.0,1.0,Axe,False,False,False,True,True,"orange, banner"
Yellow Banner,1.0,1.0,Axe,False,False,False,True,True,"yellow, banner"
Lime Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, lime"
Green Banner,1.0,1.0,Axe,False,False,False,True,True,"green, banner"
Cyan Banner,1.0,1.0,Axe,False,False,False,True,True,"cyan, banner"
Light Blue Banner,1.0,1.0,Axe,False,False,False,True,True,"light, blue, banner"
Blue Banner,1.0,1.0,Axe,False,False,False,True,True,"blue, banner"
Purple Banner,1.0,1.0,Axe,False,False,False,True,True,"purple, banner"
Magenta Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, magenta"
Pink Banner,1.0,1.0,Axe,False,False,False,True,True,"pink, banner"
White Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"white, banner, wall"
Light Gray Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"light, gray, banner, wall"
Gray Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"gray, banner, wall"
Black Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"black, banner, wall"
Brown Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, brown"
Red Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, red"
Orange Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"orange, banner, wall"
Yellow Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"yellow, banner, wall"
Lime Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, lime, wall"
Green Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"green, banner, wall"
Cyan Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"cyan, banner, wall"
Light Blue Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"light, blue, banner, wall"
Blue Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"blue, banner, wall"
Purple Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"purple, banner, wall"
Magenta Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, magenta"
