,,,,,,,,,
Block,Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State
,Smooth Sandstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Smooth Sandstone Stair,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cut Sandstone,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cut Sandstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Chiseled Sandstone,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Sand,0.5,0.5,Shovel,TRUE,TRUE,FALSE,FALSE,FALSE
,Red Sandstone,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Sandstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Red Sandstone Stair,0.8,0.8,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Sandstone Wall,0.8,0.8,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Smooth Red Sandstone,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Smooth Red Sandstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Smooth Red Sandstone Stair,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cut Red Sandstone,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cut Red Sandstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Chiseled Red Sandstone,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Emerald Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Emerald Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Coal Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Coal Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Copper Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Copper Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Iron Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Iron Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Lapis Lazuli Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Lapis Lazuli Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Gold Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Gold Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Redstone Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Deepslate Redstone Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Diamond Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Deepslate Diamond Ore,3,4.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Nether Quartz Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Nether Gold Ore,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Ancient Debris,1200,30,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Emerald,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Coal,6,5,Pickaxe,TRUE,FALSE,TRUE,TRUE,FALSE
,Block Of Raw Copper,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Exposed Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Weathered Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Oxidized Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Exposed Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Weathered Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Oxidized Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Exposed Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Weathered Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Oxidized Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Exposed Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Weathered Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Oxidized Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Exposed Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Weathered Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Oxidized Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Exposed Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Weathered Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Oxidized Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Exposed Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Weathered Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Oxidized Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Exposed Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Weathered Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Oxidized Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Exposed Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Weathered Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Oxidized Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Exposed Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Weathered Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Oxidized Block Of Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Exposed Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Weathered Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Oxidized Cut Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Cut Copper Slab,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Cut Copper Stairs,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Exposed Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Weathered Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Oxidized Chiseled Copper,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Waxed Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Copper Grate,6,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Copper Bulb,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Waxed Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Copper Door,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Exposed Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Weathered Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Waxed Oxidized Copper Trapdoor,3,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Block Of Raw Iron,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Iron,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Iron Door,5,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Iron Trapdoor,5,5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Heavy Weighted Pressure Plate,0.5,0.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Block Of Lapis Lazuli,3,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Raw Gold,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Gold,6,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Light Weighted Pressure Plate,0.5,0.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Redstone Wire,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Block Of Redstone,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Diamond,6,5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Quartz,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Quartz Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Quartz Stair,0.8,0.8,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Smooth Quartz Block,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Smooth Quartz Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Smooth Quartz Stair,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chiseled Quartz Block,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Quartz Pillar,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Quartz Bricks,0.8,0.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Block Of Netherite,1200,50,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Small Amethyst Bud,1.5,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Medium Amethyst Bud,1.5,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Large Amethyst Bud,1.5,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Amethyst Cluster,1.5,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Block Of Amethyst,1.5,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Budding Amethyst,1.5,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Clay,0.6,0.6,Shovel,TRUE,FALSE,FALSE,FALSE,FALSE
,Bricks,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Brick Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Brick Stairs,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Brick Wall,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Mud,0.5,0.5,Shovel,TRUE,FALSE,FALSE,FALSE,FALSE
,Packed Mud,3,1,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Mud Bricks,3,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Mud Brick Slab,3,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Mud Brick Stairs,3,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Mud Brick Wall,3,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Prismarine,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Prismarine Slab,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Prismarine Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Prismarine Wall,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Prismarine Bricks,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Prismarine Brick Slab,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Prismarine Brick Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Dark Prismarine,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Dark Prismarine Slab,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Dark Prismarine Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Sea Lantern,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Sponge,0.6,0.6,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Wet Sponge,0.6,0.6,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Snow Block,0.2,0.2,Shovel,TRUE,FALSE,FALSE,FALSE,FALSE
,Snow,0.1,0.1,Shovel,FALSE,FALSE,FALSE,FALSE,TRUE
,Powder Snow,0.25,0.25,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Ice,0.5,0.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Packed Ice,0.5,0.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Blue Ice,2.8,2.8,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Frosted Ice,0.5,0.5,None,TRUE,FALSE,FALSE,FALSE,TRUE
,Water,100,100,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Bubble Column,100,100,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Lava,100,100,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Fire,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Soul Fire,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Netherrack,0.4,0.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Glowstone,0.3,0.3,None,TRUE,FALSE,FALSE,FALSE,FALSE
,Shroomlight,1,1,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Magma Block,0.5,0.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Nether Wart,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Nether Bricks,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Nether Brick Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Nether Brick Stairs,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Nether Brick Wall,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Nether Brick Fence,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chiseled Nether Brick,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Cracked Nether Brick,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Nether Bricks,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Red Nether Brick Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Red Nether Brick Stairs,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Red Nether Brick Wall,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Warped Nylium,0.4,0.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Warped Wart Block,1,1,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Warped Fungus,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Warped Roots,0,0,None,FALSE,FALSE,FALSE,TRUE,FALSE
,Nether Sprouts,0,0,None,FALSE,FALSE,FALSE,TRUE,FALSE
,Twisting Vines,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Twisting Vines Plant,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Crimson Nylium,0.4,0.4,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Nether Wart Block,1,1,Hoe,TRUE,FALSE,FALSE,FALSE,FALSE
,Crimson Fungus,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Crimson Roots,0,0,None,FALSE,FALSE,FALSE,TRUE,FALSE
,Weeping Vines,0,0,None,FALSE,FALSE,FALSE,FALSE,TRUE
,Weeping Vines Plant,0,0,None,FALSE,FALSE,FALSE,FALSE,FALSE
,Basalt,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Polished Basalt,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Smooth Basalt,4.2,1.25,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Soul Sand,0.5,0.5,Shovel,TRUE,FALSE,FALSE,FALSE,FALSE
,Soul Soil,0.5,0.5,Shovel,TRUE,FALSE,FALSE,FALSE,FALSE
,Blackstone,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Blackstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Blackstone Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Blackstone Wall,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Polished Blackstone Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Stairs,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Wall,6,2,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Bricks,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Polished Blackstone Brick Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Brick Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Brick Wall,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Cracked Polished Blackstone Bricks,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Chiseled Polished Blackstone,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Polished Blackstone Pressure Plate,0.5,0.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Polished Blackstone Button,0.5,0.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Gilded Blackstone,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Obsidian,1200,50,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Crying Obsidian,1200,50,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,End Stone,9,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,End Stone Bricks,9,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,End Stone Brick Slab,9,3,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,End Stone Brick Stairs,9,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,End Stone Brick Wall,9,3,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chorus Flower,0.4,0.4,Axe,FALSE,FALSE,FALSE,FALSE,TRUE
,Chorus Plant,0.4,0.4,Axe,FALSE,FALSE,FALSE,FALSE,TRUE
,Purpur Block,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,FALSE
,Purpur Slab,6,2,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,Purpur Stairs,6,1.5,Pickaxe,FALSE,FALSE,FALSE,FALSE,TRUE
,Purpur Pillar,6,1.5,Pickaxe,TRUE,FALSE,FALSE,FALSE,TRUE
,White Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Light Gray Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Gray Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Black Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Brown Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Red Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Orange Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Yellow Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Lime Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Green Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Cyan Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Light Blue Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Blue Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Purple Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Magenta Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,Pink Wool,0.8,0.8,Shears,TRUE,FALSE,TRUE,TRUE,FALSE
,White Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Light Gray Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Gray Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Black Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Brown Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Red Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Orange Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Yellow Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Lime Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Green Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Cyan Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Light Blue Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Blue Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Purple Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Magenta Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,Pink Carpet,0.1,0.1,None,FALSE,FALSE,TRUE,TRUE,FALSE
,White Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Gray Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Gray Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Black Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Brown Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Red Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Orange Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Yellow Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Lime Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Green Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Cyan Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Blue Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Blue Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Purple Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Magenta Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Pink Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,White Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Light Gray Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Gray Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Black Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Brown Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Red Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
,Orange Wall Banner,1,1,Axe,FALSE,FALSE,FALSE,TRUE,TRUE
