Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State,Keywords
Smooth Red Sandstone Stair,6.0,2.0,Pickaxe,False,False,False,False,True,"red, solid, block, sandstone, smooth, rock, stair, gray"
Cut Red Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"cut, red, solid, block, sandstone, rock, gray"
Cut Red Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"cut, slab, red, solid, block, sandstone, rock, gray"
Chiseled Red Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"chiseled, red, solid, block, sandstone, rock, gray"
Emerald Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"block, gem, green, emerald, precious, ore"
Deepslate Emerald Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, block, gem, green, emerald, precious, ore"
Coal Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"coal, ore"
Deepslate Coal Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, coal, ore"
Copper Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, copper"
Deepslate Copper Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, ore, copper"
Iron Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"ore, iron"
Deepslate Iron Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, ore, iron"
Lapis Lazuli Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"lazuli, ore, lapis"
Deepslate Lapis Lazuli Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, lazuli, ore, lapis"
Gold Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"golden, block, yellow, gold, ore"
Deepslate Gold Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, golden, block, yellow, gold, ore"
Redstone Ore,3.0,3.0,Pickaxe,True,False,False,False,True,"solid, block, rock, redstone, ore, gray"
Deepslate Redstone Ore,3.0,4.5,Pickaxe,True,False,False,False,True,"deepslate, solid, block, rock, redstone, ore, gray"
Diamond Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"diamond, block, precious, shiny, ore, blue"
Deepslate Diamond Ore,3.0,4.5,Pickaxe,True,False,False,False,False,"deepslate, diamond, block, precious, shiny, ore, blue"
Nether Quartz Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"nether, ore, quartz"
Nether Gold Ore,3.0,3.0,Pickaxe,True,False,False,False,False,"golden, block, nether, yellow, gold, ore"
Ancient Debris,1200.0,30.0,Pickaxe,True,False,False,False,False,"debris, ancient"
Block Of Emerald,6.0,5.0,Pickaxe,True,False,False,False,False,"block, gem, green, emerald, of, precious"
Block Of Coal,6.0,5.0,Pickaxe,True,False,True,True,False,"block, coal, of"
Block Of Raw Copper,6.0,5.0,Pickaxe,True,False,False,False,False,"raw, block, copper, of"
Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, block, of"
Exposed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, block, exposed, of"
Weathered Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, block, weathered, of"
Oxidized Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, block, copper, of"
Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, copper"
Exposed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, exposed, copper"
Weathered Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, weathered, copper"
Oxidized Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, cut, copper"
Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, copper"
Exposed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, exposed, slab, copper"
Weathered Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, weathered, slab, copper"
Oxidized Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, cut, slab, copper"
Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, copper, stairs"
Exposed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, exposed, copper, stairs"
Weathered Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, weathered, copper, stairs"
Oxidized Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, cut, copper, stairs"
Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, copper"
Exposed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, exposed, copper"
Weathered Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, weathered, copper"
Oxidized Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, chiseled, copper"
Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, copper"
Exposed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, exposed, copper"
Weathered Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, weathered, copper"
Oxidized Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, grate, copper"
Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, copper"
Exposed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, exposed, copper"
Weathered Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, weathered, copper"
Oxidized Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, bulb, copper"
Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"door, copper"
Exposed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"exposed, door, copper"
Weathered Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"weathered, door, copper"
Oxidized Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, door, copper"
Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"copper, trapdoor"
Exposed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"exposed, copper, trapdoor"
Weathered Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"weathered, copper, trapdoor"
Oxidized Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, copper, trapdoor"
Waxed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, block, of, waxed"
Waxed Exposed Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"exposed, copper, waxed, block, of"
Waxed Weathered Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, waxed, block, of, weathered"
Waxed Oxidized Block Of Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"copper, waxed, block, oxidized, of"
Waxed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, copper, waxed"
Waxed Exposed Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, exposed, copper, waxed"
Waxed Weathered Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"cut, weathered, copper, waxed"
Waxed Oxidized Cut Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, cut, copper, waxed"
Waxed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, copper, waxed"
Waxed Exposed Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, exposed, copper, waxed"
Waxed Weathered Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, copper, waxed, weathered"
Waxed Oxidized Cut Copper Slab,6.0,3.0,Pickaxe,True,False,False,False,True,"cut, slab, copper, waxed, oxidized"
Waxed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, stairs, copper, waxed"
Waxed Exposed Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, exposed, copper, waxed, stairs"
Waxed Weathered Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, copper, waxed, weathered, stairs"
Waxed Oxidized Cut Copper Stairs,6.0,3.0,Pickaxe,False,False,False,False,True,"cut, copper, waxed, oxidized, stairs"
Waxed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, copper, waxed"
Waxed Exposed Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, exposed, copper, waxed"
Waxed Weathered Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"chiseled, weathered, copper, waxed"
Waxed Oxidized Chiseled Copper,6.0,3.0,Pickaxe,True,False,False,False,False,"oxidized, chiseled, copper, waxed"
Waxed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, copper, waxed"
Waxed Exposed Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, exposed, copper, waxed"
Waxed Weathered Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"grate, weathered, copper, waxed"
Waxed Oxidized Copper Grate,6.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, grate, copper, waxed"
Waxed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, copper, waxed"
Waxed Exposed Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, exposed, copper, waxed"
Waxed Weathered Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"bulb, weathered, copper, waxed"
Waxed Oxidized Copper Bulb,6.0,3.0,Pickaxe,True,False,False,False,True,"oxidized, bulb, copper, waxed"
Waxed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"door, copper, waxed"
Waxed Exposed Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"exposed, door, copper, waxed"
Waxed Weathered Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"weathered, door, copper, waxed"
Waxed Oxidized Copper Door,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, door, copper, waxed"
Waxed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"trapdoor, copper, waxed"
Waxed Exposed Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"trapdoor, exposed, copper, waxed"
Waxed Weathered Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"trapdoor, weathered, copper, waxed"
Waxed Oxidized Copper Trapdoor,3.0,3.0,Pickaxe,False,False,False,False,True,"oxidized, trapdoor, copper, waxed"
Block Of Raw Iron,6.0,5.0,Pickaxe,True,False,False,False,False,"raw, block, of, iron"
Block Of Iron,6.0,5.0,Pickaxe,True,False,False,False,False,"block, of, iron"
Iron Door,5.0,5.0,Pickaxe,False,False,False,False,True,"door, iron"
Iron Trapdoor,5.0,5.0,Pickaxe,False,False,False,False,True,"iron, trapdoor"
Heavy Weighted Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"pressure, heavy, weighted, plate"
Block Of Lapis Lazuli,3.0,3.0,Pickaxe,True,False,False,False,False,"lazuli, block, lapis, of"
Block Of Raw Gold,6.0,5.0,Pickaxe,True,False,False,False,False,"raw, golden, block, yellow, gold, of"
Block Of Gold,6.0,3.0,Pickaxe,True,False,False,False,False,"golden, block, yellow, gold, of"
Light Weighted Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"pressure, plate, light, weighted"
Redstone Wire,0.0,0.0,,False,False,False,False,True,"solid, wire, block, rock, redstone, gray"
Block Of Redstone,6.0,5.0,Pickaxe,True,False,False,False,False,"solid, block, rock, of, redstone, gray"
Block Of Diamond,6.0,5.0,Pickaxe,True,False,False,False,False,"diamond, block, of, precious, shiny, blue"
Block Of Quartz,0.8,0.8,Pickaxe,True,False,False,False,False,"block, quartz, of"
Quartz Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, quartz"
Quartz Stair,0.8,0.8,Pickaxe,False,False,False,False,True,"stair, quartz"
Smooth Quartz Block,6.0,2.0,Pickaxe,True,False,False,False,False,"block, quartz, smooth"
Smooth Quartz Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, quartz, smooth"
Smooth Quartz Stair,6.0,2.0,Pickaxe,False,False,False,False,True,"stair, quartz, smooth"
Chiseled Quartz Block,0.8,0.8,Pickaxe,True,False,False,False,False,"block, chiseled, quartz"
Quartz Pillar,0.8,0.8,Pickaxe,True,False,False,False,True,"pillar, quartz"
Quartz Bricks,0.8,0.8,Pickaxe,True,False,False,False,False,"bricks, quartz"
Block Of Netherite,1200.0,50.0,Pickaxe,True,False,False,False,False,"block, of, netherite"
Small Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"small, bud, amethyst"
Medium Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"bud, amethyst, medium"
Large Amethyst Bud,1.5,1.5,Pickaxe,False,False,False,False,True,"large, bud, amethyst"
Amethyst Cluster,1.5,1.5,Pickaxe,False,False,False,False,True,"cluster, amethyst"
Block Of Amethyst,1.5,1.5,Pickaxe,True,False,False,False,False,"amethyst, block, of"
Budding Amethyst,1.5,1.5,Pickaxe,True,False,False,False,False,"budding, amethyst"
Clay,0.6,0.6,Shovel,True,False,False,False,False,clay
Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,bricks
Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, brick"
Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"brick, stairs"
Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"wall, brick"
Mud,0.5,0.5,Shovel,True,False,False,False,False,mud
Packed Mud,3.0,1.0,Pickaxe,True,False,False,False,False,"mud, packed"
Mud Bricks,3.0,1.5,Pickaxe,True,False,False,False,False,"mud, bricks"
Mud Brick Slab,3.0,1.5,Pickaxe,True,False,False,False,True,"slab, mud, brick"
Mud Brick Stairs,3.0,1.5,Pickaxe,False,False,False,False,True,"mud, brick, stairs"
Mud Brick Wall,3.0,1.5,Pickaxe,False,False,False,False,True,"wall, mud, brick"
Prismarine,6.0,1.5,Pickaxe,True,False,False,False,False,prismarine
Prismarine Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"slab, prismarine"
Prismarine Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"stairs, prismarine"
Prismarine Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"wall, prismarine"
Prismarine Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"bricks, prismarine"
Prismarine Brick Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"slab, brick, prismarine"
Prismarine Brick Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"stairs, brick, prismarine"
Dark Prismarine,6.0,1.5,Pickaxe,True,False,False,False,False,"prismarine, dark"
Dark Prismarine Slab,6.0,1.5,Pickaxe,True,False,False,False,True,"slab, prismarine, dark"
Dark Prismarine Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"stairs, prismarine, dark"
Sea Lantern,0.3,0.3,,True,False,False,False,False,"sea, lantern"
Sponge,0.6,0.6,Hoe,True,False,False,False,False,sponge
Wet Sponge,0.6,0.6,Hoe,True,False,False,False,False,"wet, sponge"
Snow Block,0.2,0.2,Shovel,True,False,False,False,False,"block, snow"
Snow,0.1,0.1,Shovel,False,False,False,False,True,snow
Powder Snow,0.25,0.25,,False,False,False,False,False,"powder, snow"
Ice,0.5,0.5,Pickaxe,True,False,False,False,False,ice
Packed Ice,0.5,0.5,Pickaxe,True,False,False,False,False,"ice, packed"
Blue Ice,2.8,2.8,Pickaxe,True,False,False,False,False,"ice, blue"
Frosted Ice,0.5,0.5,,True,False,False,False,True,"frosted, ice"
Water,100.0,100.0,,False,False,False,False,True,water
Bubble Column,100.0,100.0,,False,False,False,False,True,"bubble, column"
Lava,100.0,100.0,,False,False,False,False,True,lava
Fire,0.0,0.0,,False,False,False,False,True,fire
Soul Fire,0.0,0.0,,False,False,False,False,True,"soul, fire"
Netherrack,0.4,0.4,Pickaxe,True,False,False,False,False,netherrack
Glowstone,0.3,0.3,,True,False,False,False,False,"solid, block, rock, glowstone, gray"
Shroomlight,1.0,1.0,Hoe,True,False,False,False,False,shroomlight
Magma Block,0.5,0.5,Pickaxe,True,False,False,False,False,"magma, block"
Nether Wart,0.0,0.0,,False,False,False,False,True,"nether, wart"
Nether Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, bricks"
Nether Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, nether, brick"
Nether Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"nether, brick, stairs"
Nether Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"wall, nether, brick"
Nether Brick Fence,6.0,2.0,Pickaxe,False,False,False,False,True,"nether, brick, fence"
Chiseled Nether Brick,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, chiseled, brick"
Cracked Nether Brick,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, brick, cracked"
Red Nether Bricks,6.0,2.0,Pickaxe,True,False,False,False,False,"nether, bricks, red"
Red Nether Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, nether, brick, red"
Red Nether Brick Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"nether, brick, red, stairs"
Red Nether Brick Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"wall, nether, brick, red"
Warped Nylium,0.4,0.4,Pickaxe,True,False,False,False,False,"nylium, warped"
Warped Wart Block,1.0,1.0,Hoe,True,False,False,False,False,"block, wart, warped"
Warped Fungus,0.0,0.0,,False,False,False,False,False,"fungus, warped"
Warped Roots,0.0,0.0,,False,False,False,True,False,"roots, warped"
Nether Sprouts,0.0,0.0,,False,False,False,True,False,"sprouts, nether"
Twisting Vines,0.0,0.0,,False,False,False,False,True,"twisting, vines"
Twisting Vines Plant,0.0,0.0,,False,False,False,False,False,"twisting, plant, vines"
Crimson Nylium,0.4,0.4,Pickaxe,True,False,False,False,False,"crimson, nylium"
Nether Wart Block,1.0,1.0,Hoe,True,False,False,False,False,"block, nether, wart"
Crimson Fungus,0.0,0.0,,False,False,False,False,False,"fungus, crimson"
Crimson Roots,0.0,0.0,,False,False,False,True,False,"roots, crimson"
Weeping Vines,0.0,0.0,,False,False,False,False,True,"weeping, vines"
Weeping Vines Plant,0.0,0.0,,False,False,False,False,False,"weeping, plant, vines"
Basalt,4.2,1.25,Pickaxe,True,False,False,False,True,basalt
Polished Basalt,4.2,1.25,Pickaxe,True,False,False,False,True,"polished, basalt"
Smooth Basalt,4.2,1.25,Pickaxe,True,False,False,False,False,"basalt, smooth"
Soul Sand,0.5,0.5,Shovel,True,False,False,False,False,"soul, sand"
Soul Soil,0.5,0.5,Shovel,True,False,False,False,False,"soul, soil"
Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"solid, block, rock, blackstone, gray"
Blackstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, solid, block, rock, blackstone, gray"
Blackstone Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"solid, block, rock, blackstone, gray, stairs"
Blackstone Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"solid, block, rock, wall, blackstone, gray"
Polished Blackstone,6.0,2.0,Pickaxe,True,False,False,False,False,"polished, solid, block, rock, blackstone, gray"
Polished Blackstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"polished, slab, solid, block, rock, blackstone, gray"
Polished Blackstone Stairs,6.0,2.0,Pickaxe,False,False,False,False,True,"polished, solid, block, rock, blackstone, gray, stairs"
Polished Blackstone Wall,6.0,2.0,Pickaxe,False,False,False,False,True,"polished, solid, block, blackstone, rock, wall, gray"
Polished Blackstone Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"polished, solid, block, rock, bricks, blackstone, gray"
Polished Blackstone Brick Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"polished, slab, brick, solid, block, rock, blackstone, gray"
Polished Blackstone Brick Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"polished, brick, solid, block, rock, blackstone, gray, stairs"
Polished Blackstone Brick Wall,6.0,1.5,Pickaxe,False,False,False,False,True,"polished, brick, solid, block, blackstone, rock, wall, gray"
Cracked Polished Blackstone Bricks,6.0,1.5,Pickaxe,True,False,False,False,False,"polished, solid, block, cracked, rock, bricks, blackstone, gray"
Chiseled Polished Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"polished, chiseled, solid, block, rock, blackstone, gray"
Polished Blackstone Pressure Plate,0.5,0.5,Pickaxe,False,False,False,False,True,"polished, pressure, solid, block, rock, blackstone, plate, gray"
Polished Blackstone Button,0.5,0.5,Pickaxe,False,False,False,False,True,"polished, solid, block, rock, button, blackstone, gray"
Gilded Blackstone,6.0,1.5,Pickaxe,True,False,False,False,False,"solid, gilded, block, rock, blackstone, gray"
Obsidian,1200.0,50.0,Pickaxe,True,False,False,False,False,obsidian
Crying Obsidian,1200.0,50.0,Pickaxe,True,False,False,False,False,"obsidian, crying"
End Stone,9.0,3.0,Pickaxe,True,False,False,False,False,"stone, end, solid, block, rock, gray"
End Stone Bricks,9.0,3.0,Pickaxe,True,False,False,False,False,"stone, end, solid, block, rock, bricks, gray"
End Stone Brick Slab,9.0,3.0,Pickaxe,True,False,False,False,True,"stone, slab, end, brick, solid, block, rock, gray"
End Stone Brick Stairs,9.0,3.0,Pickaxe,False,False,False,False,True,"stone, end, brick, solid, block, rock, gray, stairs"
End Stone Brick Wall,9.0,3.0,Pickaxe,False,False,False,False,True,"stone, end, brick, solid, block, rock, wall, gray"
Chorus Flower,0.4,0.4,Axe,False,False,False,False,True,"chorus, flower"
Chorus Plant,0.4,0.4,Axe,False,False,False,False,True,"plant, chorus"
Purpur Block,6.0,1.5,Pickaxe,True,False,False,False,False,"block, purpur"
Purpur Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, purpur"
Purpur Stairs,6.0,1.5,Pickaxe,False,False,False,False,True,"purpur, stairs"
Purpur Pillar,6.0,1.5,Pickaxe,True,False,False,False,True,"pillar, purpur"
White Wool,0.8,0.8,Shears,True,False,True,True,False,"white, wool"
Light Gray Wool,0.8,0.8,Shears,True,False,True,True,False,"gray, light, wool"
Gray Wool,0.8,0.8,Shears,True,False,True,True,False,"gray, wool"
Black Wool,0.8,0.8,Shears,True,False,True,True,False,"black, wool"
Brown Wool,0.8,0.8,Shears,True,False,True,True,False,"brown, wool"
Red Wool,0.8,0.8,Shears,True,False,True,True,False,"red, wool"
Orange Wool,0.8,0.8,Shears,True,False,True,True,False,"orange, wool"
Yellow Wool,0.8,0.8,Shears,True,False,True,True,False,"yellow, wool"
Lime Wool,0.8,0.8,Shears,True,False,True,True,False,"lime, wool"
Green Wool,0.8,0.8,Shears,True,False,True,True,False,"green, wool"
Cyan Wool,0.8,0.8,Shears,True,False,True,True,False,"cyan, wool"
Light Blue Wool,0.8,0.8,Shears,True,False,True,True,False,"blue, light, wool"
Blue Wool,0.8,0.8,Shears,True,False,True,True,False,"blue, wool"
Purple Wool,0.8,0.8,Shears,True,False,True,True,False,"wool, purple"
Magenta Wool,0.8,0.8,Shears,True,False,True,True,False,"magenta, wool"
Pink Wool,0.8,0.8,Shears,True,False,True,True,False,"pink, wool"
White Carpet,0.1,0.1,,False,False,True,True,False,"white, carpet"
Light Gray Carpet,0.1,0.1,,False,False,True,True,False,"gray, light, carpet"
Gray Carpet,0.1,0.1,,False,False,True,True,False,"gray, carpet"
Black Carpet,0.1,0.1,,False,False,True,True,False,"black, carpet"
Brown Carpet,0.1,0.1,,False,False,True,True,False,"brown, carpet"
Red Carpet,0.1,0.1,,False,False,True,True,False,"red, carpet"
Orange Carpet,0.1,0.1,,False,False,True,True,False,"orange, carpet"
Yellow Carpet,0.1,0.1,,False,False,True,True,False,"carpet, yellow"
Lime Carpet,0.1,0.1,,False,False,True,True,False,"lime, carpet"
Green Carpet,0.1,0.1,,False,False,True,True,False,"green, carpet"
Cyan Carpet,0.1,0.1,,False,False,True,True,False,"cyan, carpet"
Light Blue Carpet,0.1,0.1,,False,False,True,True,False,"blue, light, carpet"
Blue Carpet,0.1,0.1,,False,False,True,True,False,"blue, carpet"
Purple Carpet,0.1,0.1,,False,False,True,True,False,"carpet, purple"
Magenta Carpet,0.1,0.1,,False,False,True,True,False,"magenta, carpet"
Pink Carpet,0.1,0.1,,False,False,True,True,False,"pink, carpet"
White Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, white"
Light Gray Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, gray, light"
Gray Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, gray"
Black Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, black"
Brown Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, brown"
Red Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, red"
Orange Banner,1.0,1.0,Axe,False,False,False,True,True,"orange, banner"
Yellow Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, yellow"
Lime Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, lime"
Green Banner,1.0,1.0,Axe,False,False,False,True,True,"green, banner"
Cyan Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, cyan"
Light Blue Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, blue, light"
Blue Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, blue"
Purple Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, purple"
Magenta Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, magenta"
Pink Banner,1.0,1.0,Axe,False,False,False,True,True,"banner, pink"
White Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, white"
Light Gray Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, gray, light"
Gray Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, gray"
Black Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, black"
Brown Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, brown"
Red Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, red"
Orange Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, orange, banner"
Yellow Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, yellow"
Lime Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, lime"
Green Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"green, wall, banner"
Cyan Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, cyan"
Light Blue Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, blue, banner, light"
Blue Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, blue"
Purple Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, purple"
Magenta Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, banner, magenta"
Pink Wall Banner,1.0,1.0,Axe,False,False,False,True,True,"wall, pink, banner"
White Bed,0.2,0.2,,False,False,False,True,True,"white, bed"
Light Gray Bed,0.2,0.2,,False,False,False,True,True,"bed, gray, light"
Gray Bed,0.2,0.2,,False,False,False,True,True,"bed, gray"
Black Bed,0.2,0.2,,False,False,False,True,True,"black, bed"
Brown Bed,0.2,0.2,,False,False,False,True,True,"brown, bed"
Red Bed,0.2,0.2,,False,False,False,True,True,"bed, red"
Orange Bed,0.2,0.2,,False,False,False,True,True,"orange, bed"
Yellow Bed,0.2,0.2,,False,False,False,True,True,"bed, yellow"
Lime Bed,0.2,0.2,,False,False,False,True,True,"lime, bed"
Green Bed,0.2,0.2,,False,False,False,True,True,"green, bed"
Cyan Bed,0.2,0.2,,False,False,False,True,True,"bed, cyan"
Light Blue Bed,0.2,0.2,,False,False,False,True,True,"bed, blue, light"
