Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Smooth Quartz Block,False,False,True,True,False,False,False,True,True,False,False,"smooth, block, quartz"
Smooth Quartz Slab,False,False,False,True,False,False,False,True,True,False,False,"smooth, quartz, slab"
Smooth Quartz Stairs,False,False,False,True,False,False,False,True,True,False,False,"smooth, quartz, stairs"
Chiseled Quartz Block,False,False,True,True,False,False,False,True,True,False,False,"block, quartz, chiseled"
Quartz Pillar,False,False,True,True,False,False,False,True,True,False,False,"pillar, quartz"
Quartz Bricks,False,False,False,True,False,False,False,True,True,False,False,"quartz, bricks"
Netherite Scrap,False,False,True,False,False,False,False,False,True,False,False,"netherite, scrap"
Netherite Ingot,False,False,True,True,False,False,False,False,True,False,False,"netherite, ingot"
Block Of Netherite,False,False,True,True,False,False,False,True,True,False,False,"netherite, of, block"
Small Amethyst Bud,True,False,False,False,False,False,False,True,True,False,False,"small, amethyst, bud"
Medium Amethyst Bud,True,False,False,False,False,False,False,True,True,False,False,"amethyst, bud, medium"
Large Amethyst Bud,True,False,False,False,False,False,False,True,True,False,False,"amethyst, large, bud"
Amethyst Cluster,True,False,False,False,False,False,False,True,True,False,False,"amethyst, cluster"
Amethyst Shard,False,False,True,False,False,False,False,True,True,False,False,"amethyst, shard"
Block Of Amethyst,False,False,False,True,False,False,False,True,True,False,False,"of, block, amethyst"
Budding Amethyst,False,False,False,False,False,False,False,True,True,False,False,"amethyst, budding"
Clay Ball,False,False,True,False,True,False,False,False,True,False,False,"ball, clay"
Clay,False,False,False,True,True,False,False,True,True,False,False,clay
Brick,False,False,True,False,False,False,False,False,True,False,False,brick
Bricks,False,False,True,True,False,False,False,True,True,False,False,bricks
Brick Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, brick"
Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"brick, stairs"
Brick Wall,False,False,False,True,False,False,False,True,True,False,False,"brick, wall"
Mud,False,False,True,False,False,False,False,True,True,False,False,mud
Packed Mud,False,False,True,True,False,False,False,True,True,False,False,"mud, packed"
Mud Bricks,False,False,True,True,False,False,False,True,True,False,False,"mud, bricks"
Mud Brick Slab,False,False,False,True,False,False,False,True,True,False,False,"mud, slab, brick"
Mud Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"mud, brick, stairs"
Mud Brick Wall,False,False,False,True,False,False,False,True,True,False,False,"mud, brick, wall"
Prismarine Shard,False,False,True,False,False,False,False,False,True,False,False,"shard, prismarine"
Prismarine Crystals,False,False,True,False,False,False,False,False,True,False,False,"crystals, prismarine"
Prismarine,False,False,True,True,False,False,False,True,True,False,False,prismarine
Prismarine Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, prismarine"
Prismarine Stairs,False,False,False,True,False,False,False,True,True,False,False,"stairs, prismarine"
Prismarine Wall,False,False,False,True,False,False,False,True,True,False,False,"wall, prismarine"
Prismarine Bricks,False,False,True,True,False,False,False,True,True,False,False,"bricks, prismarine"
Prismarine Brick Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, brick, prismarine"
Prismarine Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"brick, stairs, prismarine"
Dark Prismarine,False,False,True,True,False,False,False,True,True,False,False,"dark, prismarine"
Dark Prismarine Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, dark, prismarine"
Dark Prismarine Stairs,False,False,False,True,False,False,False,True,True,False,False,"dark, stairs, prismarine"
Sea Lantern,False,False,False,True,False,False,False,True,True,False,False,"lantern, sea"
Sponge,False,False,False,False,False,False,False,True,True,False,False,sponge
Wet Sponge,False,False,False,False,True,False,False,True,True,False,False,"wet, sponge"
Snowball,False,False,True,False,False,False,False,True,True,False,False,snowball
Snow Block,False,False,True,True,False,False,False,True,True,False,False,"block, snow"
Snow,False,False,False,True,False,False,False,True,True,False,False,snow
Ice,True,False,True,False,False,False,False,True,True,False,False,ice
Packed Ice,True,False,True,True,False,False,False,True,True,False,False,"ice, packed"
Blue Ice,True,False,False,True,False,False,False,True,True,False,False,"ice, blue"
Netherrack,False,False,True,False,True,False,False,True,True,False,False,netherrack
Glowstone Dust,False,False,True,False,False,False,False,False,True,False,False,"gray, rock, glowstone, solid, dust"
Glowstone,False,False,True,True,False,False,False,True,True,False,False,"solid, gray, rock, glowstone"
Shroomlight,False,False,False,False,False,False,False,True,True,False,False,shroomlight
Magma Block,False,False,False,True,False,False,False,True,True,False,False,"block, magma"
Nether Wart,True,False,True,False,False,False,False,True,True,False,False,"nether, wart"
Nether Brick,False,False,True,False,False,False,False,False,True,False,False,"brick, nether"
Nether Bricks,False,False,True,True,True,False,False,True,True,False,False,"nether, bricks"
Nether Brick Slab,False,False,True,True,False,False,False,True,True,False,False,"slab, brick, nether"
Nether Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"brick, nether, stairs"
Nether Brick Wall,False,False,False,True,False,False,False,True,True,False,False,"brick, nether, wall"
Nether Brick Fence,False,False,False,True,False,False,False,True,True,False,False,"brick, nether, fence"
Chiseled Nether Brick,False,False,False,True,False,False,False,True,True,False,False,"brick, nether, chiseled"
Cracked Nether Brick,False,False,False,True,False,False,False,True,True,False,False,"cracked, nether, brick"
Red Nether Bricks,True,False,True,True,False,False,False,True,True,False,False,"red, nether, bricks"
Red Nether Brick Slab,True,False,False,True,False,False,False,True,True,False,False,"slab, red, nether, brick"
Red Nether Brick Stairs,True,False,False,True,False,False,False,True,True,False,False,"red, nether, stairs, brick"
Red Nether Brick Wall,True,False,False,True,False,False,False,True,True,False,False,"red, nether, brick, wall"
Warped Nylium,False,False,False,False,False,False,False,True,True,False,False,"nylium, warped"
Warped Wart Block,False,False,False,False,False,False,False,True,True,False,False,"block, wart, warped"
Warped Fungus,False,False,True,False,False,False,False,True,True,False,False,"fungus, warped"
Warped Roots,False,False,False,False,False,False,False,True,True,False,False,"roots, warped"
Nether Sprouts,True,False,False,False,False,False,False,True,True,False,False,"nether, sprouts"
Twisting Vines,False,False,False,False,False,False,False,True,True,False,False,"vines, twisting"
Crimson Nylium,False,False,False,False,False,False,False,True,True,False,False,"crimson, nylium"
Nether Wart Block,False,False,False,True,False,False,False,True,True,False,False,"block, nether, wart"
Crimson Fungus,False,False,False,False,False,False,False,True,True,False,False,"crimson, fungus"
Crimson Roots,False,False,False,False,False,False,False,True,True,False,False,"crimson, roots"
Weeping Vines,False,False,False,False,False,False,False,True,True,False,False,"vines, weeping"
Basalt,False,False,True,False,True,False,False,True,True,False,False,basalt
Polished Basalt,False,False,False,True,False,False,False,True,True,False,False,"basalt, polished"
Smooth Basalt,False,False,False,False,False,False,False,True,True,False,False,"smooth, basalt"
Soul Sand,False,False,True,False,False,False,False,True,True,False,False,"yellow, sand, soul, beige, block"
Soul Soil,True,False,True,False,False,False,False,True,True,False,False,"soul, soil"
Blackstone,False,False,True,False,False,False,False,True,True,False,False,"solid, gray, rock, blackstone"
Blackstone Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, gray, rock, solid, blackstone"
Blackstone Stairs,False,False,False,True,False,False,False,True,True,False,False,"gray, rock, stairs, solid, blackstone"
Blackstone Wall,False,False,False,True,False,False,False,True,True,False,False,"gray, rock, solid, blackstone, wall"
Polished Blackstone,False,False,True,True,False,False,False,True,True,False,False,"gray, rock, solid, polished, blackstone"
Polished Blackstone Slab,False,False,True,True,False,False,False,True,True,False,False,"slab, gray, rock, solid, polished, blackstone"
Polished Blackstone Stairs,False,False,False,True,False,False,False,True,True,False,False,"gray, rock, stairs, solid, polished, blackstone"
Polished Blackstone Wall,False,False,False,True,False,False,False,True,True,False,False,"gray, rock, solid, polished, blackstone, wall"
Polished Blackstone Bricks,False,False,True,True,True,False,False,True,True,False,False,"gray, rock, bricks, solid, polished, blackstone"
Polished Blackstone Brick Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, brick, gray, rock, solid, polished, blackstone"
Polished Blackstone Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"brick, gray, rock, stairs, solid, polished, blackstone"
Polished Blackstone Brick Wall,False,False,False,True,False,False,False,True,True,False,False,"brick, gray, rock, solid, polished, blackstone, wall"
Cracked Polished Blackstone Bricks,False,False,False,True,False,False,False,True,True,False,False,"gray, bricks, rock, cracked, solid, polished, blackstone"
Chiseled Polished Blackstone,False,False,False,True,False,False,False,True,True,False,False,"chiseled, gray, rock, solid, polished, blackstone"
Polished Blackstone Pressure Plate,False,False,False,True,False,False,False,True,True,False,False,"polished, gray, rock, solid, pressure, plate, blackstone"
Polished Blackstone Button,False,False,False,True,False,False,False,True,True,False,False,"button, gray, rock, solid, polished, blackstone"
Gilded Blackstone,False,False,False,False,False,False,False,True,True,False,False,"gilded, gray, rock, solid, blackstone"
Obsidian,False,False,True,False,False,False,False,True,True,False,False,obsidian
Crying Obsidian,False,False,True,False,False,False,False,True,True,False,False,"crying, obsidian"
End Stone,False,False,True,False,False,False,False,True,True,False,False,"stone, gray, rock, solid, end"
End Stone Bricks,False,False,True,True,False,False,False,True,True,False,False,"stone, gray, rock, bricks, solid, end"
End Stone Brick Slab,False,False,False,True,False,False,False,True,True,False,False,"slab, brick, stone, gray, rock, solid, end"
End Stone Brick Stairs,False,False,False,True,False,False,False,True,True,False,False,"brick, stone, gray, rock, solid, stairs, end"
End Stone Brick Wall,False,False,False,True,False,False,False,True,True,False,False,"brick, stone, gray, rock, solid, end, wall"
Chorus Flower,True,False,False,False,False,False,False,True,True,False,False,"flower, chorus"
Chorus Plant,False,False,False,False,False,False,False,True,True,False,False,"plant, chorus"
Chorus Fruit,True,False,False,False,True,False,False,True,True,False,False,"fruit, chorus"
Popped Chorus,True,False,True,False,False,False,False,True,True,False,False,"popped, chorus"
Purpur Block,True,False,True,True,False,False,False,True,True,False,False,"block, purpur"
Purpur Slab,True,False,True,True,False,False,False,True,True,False,False,"slab, purpur"
Purpur Stairs,True,False,False,True,False,False,False,True,True,False,False,"purpur, stairs"
Purpur Pillar,True,False,False,True,False,False,False,True,True,False,False,"pillar, purpur"
Shulker Shell,False,False,True,False,False,False,False,False,True,False,False,"shell, shulker"
White Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, white"
Light Gray Dye,False,False,True,True,False,False,False,True,True,False,False,"light, gray, dye"
Gray Dye,False,False,True,True,False,False,False,True,True,False,False,"gray, dye"
Black Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, black"
Brown Dye,True,False,True,True,False,False,False,True,True,False,False,"brown, dye"
Red Dye,False,False,True,True,False,False,False,True,True,False,False,"red, dye"
Orange Dye,False,False,True,True,False,False,False,True,True,False,False,"orange, dye"
Yellow Dye,False,False,True,True,False,False,False,True,True,False,False,"yellow, dye"
Lime Dye,False,False,True,True,False,False,False,True,True,False,False,"lime, dye"
Green Dye,False,False,True,False,False,False,False,True,True,False,False,"green, dye"
Cyan Dye,False,False,True,True,False,False,False,True,True,False,False,"cyan, dye"
Light Blue Dye,False,False,True,True,False,False,False,True,True,False,False,"light, dye, blue"
Blue Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, blue"
Purple Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, purple"
Magenta Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, magenta"
Pink Dye,False,False,True,True,False,False,False,True,True,False,False,"dye, pink"
White Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, white"
Light Gray Wool,False,False,True,True,False,False,False,True,True,False,False,"light, wool, gray"
Gray Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, gray"
Black Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, black"
Brown Wool,False,False,True,True,False,False,False,True,True,False,False,"brown, wool"
Red Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, red"
Orange Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, orange"
Yellow Wool,False,False,True,True,False,False,False,True,True,False,False,"yellow, wool"
Lime Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, lime"
Green Wool,False,False,True,True,False,False,False,True,True,False,False,"green, wool"
Cyan Wool,False,False,True,True,False,False,False,True,True,False,False,"cyan, wool"
Light Blue Wool,False,False,True,True,False,False,False,True,True,False,False,"light, wool, blue"
Blue Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, blue"
Purple Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, purple"
Magenta Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, magenta"
Pink Wool,False,False,True,True,False,False,False,True,True,False,False,"wool, pink"
White Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, white"
Light Gray Carpet,False,False,True,True,False,False,False,True,True,False,False,"light, carpet, gray"
Gray Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, gray"
Black Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, black"
Brown Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, brown"
Red Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, red"
Orange Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, orange"
Yellow Carpet,False,False,True,True,False,False,False,True,True,False,False,"yellow, carpet"
Lime Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, lime"
Green Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, green"
Cyan Carpet,False,False,True,True,False,False,False,True,True,False,False,"cyan, carpet"
Light Blue Carpet,False,False,True,True,False,False,False,True,True,False,False,"light, carpet, blue"
Blue Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, blue"
Purple Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, purple"
Magenta Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, magenta"
Pink Carpet,False,False,True,True,False,False,False,True,True,False,False,"carpet, pink"
White Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, white"
Light Gray Banner,False,False,True,True,False,False,False,True,True,False,False,"light, banner, gray"
Gray Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, gray"
Black Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, black"
Brown Banner,False,False,True,True,False,False,False,True,True,False,False,"brown, banner"
Red Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, red"
Orange Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, orange"
Yellow Banner,False,False,True,True,False,False,False,True,True,False,False,"yellow, banner"
Lime Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, lime"
Green Banner,False,False,True,True,False,False,False,True,True,False,False,"green, banner"
Cyan Banner,False,False,True,True,False,False,False,True,True,False,False,"cyan, banner"
Light Blue Banner,False,False,True,True,False,False,False,True,True,False,False,"light, banner, blue"
Blue Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, blue"
Purple Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, purple"
Magenta Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, magenta"
Pink Banner,False,False,True,True,False,False,False,True,True,False,False,"banner, pink"
Ominous Banner,False,False,True,False,False,False,False,True,False,True,False,"banner, ominous"
White Bed,False,False,True,True,False,False,False,True,True,False,False,"bed, white"
Light Gray Bed,False,False,True,True,False,False,False,True,True,False,False,"light, gray, bed"
Gray Bed,False,False,True,True,False,False,False,True,True,False,False,"gray, bed"
Black Bed,False,False,True,True,False,False,False,True,True,False,False,"bed, black"
Brown Bed,False,False,True,True,False,False,False,True,True,False,False,"brown, bed"
Red Bed,False,False,True,True,False,False,False,True,True,False,False,"red, bed"
Orange Bed,False,False,True,True,False,False,False,True,True,False,False,"orange, bed"
Yellow Bed,False,False,True,True,False,False,False,True,True,False,False,"yellow, bed"
Lime Bed,False,False,True,True,False,False,False,True,True,False,False,"lime, bed"
Green Bed,False,False,True,True,False,False,False,True,True,False,False,"green, bed"
Cyan Bed,False,False,True,True,False,False,False,True,True,False,False,"cyan, bed"
Light Blue Bed,False,False,True,True,False,False,False,True,True,False,False,"light, blue, bed"
Blue Bed,False,False,True,True,False,False,False,True,True,False,False,"blue, bed"
Purple Bed,False,False,True,True,False,False,False,True,True,False,False,"purple, bed"
Magenta Bed,False,False,True,True,False,False,False,True,True,False,False,"magenta, bed"
Pink Bed,False,False,True,True,False,False,False,True,True,False,False,"pink, bed"
White Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, concrete, white"
Light Gray Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"light, powder, gray, concrete"
Gray Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, gray, concrete"
Black Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, black, concrete"
Brown Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"brown, powder, concrete"
Red Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, red, concrete"
Orange Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, orange, concrete"
Yellow Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"yellow, powder, concrete"
Lime Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, lime, concrete"
Green Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"green, powder, concrete"
Cyan Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"cyan, powder, concrete"
Light Blue Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"light, powder, blue, concrete"
Blue Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, blue, concrete"
Purple Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, purple, concrete"
Magenta Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, magenta, concrete"
Pink Concrete Powder,False,False,False,True,False,False,False,True,True,False,False,"powder, pink, concrete"
White Concrete,False,False,False,False,False,False,False,True,True,False,False,"concrete, white"
Light Gray Concrete,False,False,False,False,False,False,False,True,True,False,False,"light, gray, concrete"
Gray Concrete,False,False,False,False,False,False,False,True,True,False,False,"gray, concrete"
Black Concrete,False,False,False,False,False,False,False,True,True,False,False,"black, concrete"
Brown Concrete,False,False,False,False,False,False,False,True,True,False,False,"brown, concrete"
Red Concrete,False,False,False,False,False,False,False,True,True,False,False,"red, concrete"
Orange Concrete,False,False,False,False,False,False,False,True,True,False,False,"orange, concrete"
Yellow Concrete,False,False,False,False,False,False,False,True,True,False,False,"yellow, concrete"
Lime Concrete,False,False,False,False,False,False,False,True,True,False,False,"lime, concrete"
Green Concrete,False,False,False,False,False,False,False,True,True,False,False,"green, concrete"
Cyan Concrete,False,False,False,False,False,False,False,True,True,False,False,"cyan, concrete"
Light Blue Concrete,False,False,False,False,False,False,False,True,True,False,False,"light, blue, concrete"
Blue Concrete,False,False,False,False,False,False,False,True,True,False,False,"blue, concrete"
Purple Concrete,False,False,False,False,False,False,False,True,True,False,False,"purple, concrete"
Magenta Concrete,False,False,False,False,False,False,False,True,True,False,False,"magenta, concrete"
Pink Concrete,False,False,False,False,False,False,False,True,True,False,False,"pink, concrete"
Terracotta,False,False,True,True,False,False,False,True,True,False,False,terracotta
White Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, white"
Light Gray Terracotta,False,False,False,True,True,False,False,True,True,False,False,"light, terracotta, gray"
Gray Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, gray"
Black Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, black"
Brown Terracotta,True,False,False,True,True,False,False,True,True,False,False,"brown, terracotta"
Red Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, red"
Orange Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, orange"
Yellow Terracotta,False,False,False,True,True,False,False,True,True,False,False,"yellow, terracotta"
Lime Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, lime"
Green Terracotta,False,False,False,True,True,False,False,True,True,False,False,"green, terracotta"
Cyan Terracotta,False,False,False,True,True,False,False,True,True,False,False,"cyan, terracotta"
Light Blue Terracotta,False,False,False,True,True,False,False,True,True,False,False,"light, terracotta, blue"
Blue Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, blue"
Purple Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, purple"
Magenta Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, magenta"
Pink Terracotta,False,False,False,True,True,False,False,True,True,False,False,"terracotta, pink"
White Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, glazed, white"
Light Gray Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"light, terracotta, gray, glazed"
Gray Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, gray, glazed"
Black Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, glazed, black"
Brown Glazed Terracotta,True,False,False,False,False,False,False,True,True,False,False,"brown, terracotta, glazed"
Red Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, red, glazed"
Orange Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, orange, glazed"
Yellow Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"yellow, terracotta, glazed"
Lime Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, lime, glazed"
Green Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"green, terracotta, glazed"
Cyan Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"cyan, terracotta, glazed"
Light Blue Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"light, terracotta, blue, glazed"
Blue Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, blue, glazed"
Purple Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, purple, glazed"
Magenta Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, magenta, glazed"
Pink Glazed Terracotta,False,False,False,False,False,False,False,True,True,False,False,"terracotta, pink, glazed"
Glass,False,False,True,False,False,False,False,True,True,False,False,"clear, glass, transparent"
White Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, transparent, white, glass"
Light Gray Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, gray, transparent, light, glass"
Gray Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, gray, transparent, glass"
Black Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, black, transparent, glass"
Brown Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, brown, clear, transparent, glass"
Red Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, transparent, glass, red"
Orange Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, orange, transparent, glass"
Yellow Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"clear, stained, yellow, transparent, glass"
Lime Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, transparent, glass, lime"
Green Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, green, transparent, glass"
Cyan Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"clear, stained, transparent, cyan, glass"
Light Blue Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, blue, transparent, light, glass"
Blue Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, blue, transparent, glass"
Purple Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, transparent, glass, purple"
Magenta Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, transparent, magenta, glass"
Pink Stained Glass,False,False,True,True,False,False,False,True,True,False,False,"stained, clear, pink, transparent, glass"
Tinted Glass,False,False,False,True,False,False,False,True,True,False,False,"clear, glass, tinted, transparent"
Glass Pane,False,False,True,True,False,False,False,True,True,False,False,"clear, glass, pane, transparent"
White Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, pane, white, glass"
Light Gray Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, gray, transparent, light, pane, glass"
Gray Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, gray, transparent, pane, glass"
Black Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, black, transparent, pane, glass"
Brown Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, brown, clear, transparent, pane, glass"
Red Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, glass, pane, red"
Orange Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, orange, transparent, pane, glass"
Yellow Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, yellow, transparent, pane, glass"
Lime Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, glass, pane, lime"
Green Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, green, transparent, pane, glass"
Cyan Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, pane, cyan, glass"
Light Blue Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, blue, transparent, light, pane, glass"
Blue Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, blue, transparent, pane, glass"
Purple Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, pane, glass, purple"
Magenta Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, transparent, magenta, pane, glass"
Pink Stained Glass Pane,False,False,False,True,False,False,False,True,True,False,False,"stained, clear, pink, transparent, pane, glass"
Candle,False,False,True,True,False,False,False,True,True,False,False,candle
White Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, white"
Light Gray Candle,False,False,False,True,False,False,False,True,True,False,False,"light, candle, gray"
Gray Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, gray"
Black Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, black"
Brown Candle,True,False,False,True,False,False,False,True,True,False,False,"brown, candle"
Red Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, red"
Orange Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, orange"
Yellow Candle,False,False,False,True,False,False,False,True,True,False,False,"yellow, candle"
Lime Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, lime"
Green Candle,False,False,False,True,False,False,False,True,True,False,False,"green, candle"
Cyan Candle,False,False,False,True,False,False,False,True,True,False,False,"cyan, candle"
Light Blue Candle,False,False,False,True,False,False,False,True,True,False,False,"light, candle, blue"
Blue Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, blue"
Purple Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, purple"
Magenta Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, magenta"
Pink Candle,False,False,False,True,False,False,False,True,True,False,False,"candle, pink"
Bundle,False,False,True,True,False,False,False,True,True,False,False,bundle
White Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, white"
Light Gray Bundle,False,False,True,True,False,False,False,True,True,False,False,"light, gray, bundle"
Gray Bundle,False,False,True,True,False,False,False,True,True,False,False,"gray, bundle"
Black Bundle,False,False,True,True,False,False,False,True,True,False,False,"bundle, black"
Brown Bundle,True,False,True,True,False,False,False,True,True,False,False,"brown, bundle"
Red Bundle,False,False,True,True,False,False,False,True,True,False,False,"red, bundle"
Orange Bundle,False,False,True,True,False,False,False,True,True,False,False,"orange, bundle"
Yellow Bundle,False,False,True,True,False,False,False,True,True,False,False,"yellow, bundle"
Lime Bundle,False,False,True,True,False,False,False,True,True,False,False,"lime, bundle"
Green Bundle,False,False,True,True,False,False,False,True,True,False,False,"green, bundle"
